0	0	0	0	-23.159	-1.0368	-26.107	-0.97786	-25.914	-0.98173	0	0	0	0	-16.849	-1.163	-18.174	-1.1365	0	0
0	0	0	0	-23.159	-1.0368	-26.107	-0.97786	-25.914	-0.98173	0	0	0	0	-16.849	-1.163	-18.174	-1.1365	0	0
0	0	0	0	-23.129	-0.99054	-26.101	-0.93111	-25.906	-0.93501	0	0	0	0	-16.763	-1.1179	-18.095	-1.0912	0	0
0	0	0	0	-23.101	-0.94422	-26.095	-0.88436	-25.898	-0.88829	0	0	0	0	-16.673	-1.0728	-18.009	-1.0461	0	0
0	0	0	0	-23.073	-0.89792	-26.088	-0.83761	-25.89	-0.84159	0	0	0	0	-16.581	-1.0278	-17.922	-1.0009	0	0
0	0	0	0	-23.044	-0.85163	-26.082	-0.79087	-25.881	-0.79488	0	0	0	0	-16.486	-0.98277	-17.833	-0.95583	0	0
0	0	0	0	-23.014	-0.80535	-26.075	-0.74413	-25.872	-0.74818	0	0	0	0	-16.391	-0.93781	-17.742	-0.91078	0	0
0	0	0	0	-22.983	-0.75909	-26.068	-0.69739	-25.864	-0.70148	0	0	0	0	-16.291	-0.89292	-17.649	-0.86576	0	0
0	0	0	0	-22.952	-0.71284	-26.061	-0.65065	-25.854	-0.65479	0	0	0	0	-16.189	-0.84809	-17.554	-0.82079	0	0
0	0	0	0	-22.919	-0.66661	-26.054	-0.60392	-25.845	-0.6081	0	0	0	0	-16.085	-0.80331	-17.456	-0.77588	0	0
0	0	0	0	-22.886	-0.6204	-26.046	-0.5572	-25.835	-0.56142	0	0	0	0	-15.977	-0.75858	-17.355	-0.73102	0	0
0	0	0	0	-22.852	-0.5742	-26.039	-0.51048	-25.826	-0.51474	0	0	0	0	-15.867	-0.7139	-17.251	-0.68622	0	0
0	0	0	0	-22.817	-0.52803	-26.031	-0.46376	-25.815	-0.46807	0	0	0	0	-15.754	-0.66931	-17.145	-0.64147	0	0
0	0	0	0	-22.781	-0.48188	-26.023	-0.41705	-25.805	-0.4214	0	0	0	0	-15.637	-0.62477	-17.037	-0.59676	0	0
0	0	0	0	-22.744	-0.43575	-26.014	-0.37034	-25.794	-0.37475	0	0	0	0	-15.516	-0.58031	-16.925	-0.55212	0	0
0	0	0	0	-22.705	-0.38965	-26.006	-0.32364	-25.783	-0.32809	0	0	0	0	-15.391	-0.53592	-16.811	-0.50754	0	0
0	0	0	0	-22.665	-0.34357	-25.997	-0.27694	-25.771	-0.28145	0	0	0	0	-15.262	-0.49164	-16.692	-0.46304	0	0
0	0	0	0	-22.624	-0.29753	-25.987	-0.23025	-25.759	-0.23481	0	0	0	0	-15.128	-0.44744	-16.569	-0.41862	0	0
0	0	0	0	-22.581	-0.25151	-25.978	-0.18357	-25.747	-0.18819	0	0	0	0	-14.99	-0.40332	-16.443	-0.37427	0	0
0	0	0	0	-22.54	-0.20545	-25.968	-0.1369	-25.734	-0.14157	0	0	0	0	-14.846	-0.35933	-16.312	-0.33001	0	0
0	0	0	0	-22.494	-0.1595	-25.957	-0.090235	-25.721	-0.094959	0	0	0	0	-14.698	-0.31543	-16.176	-0.28585	0	0
0	0	0	0	-22.445	-0.11359	-25.946	-0.043581	-25.707	-0.048361	0	0	0	0	-14.542	-0.27166	-16.035	-0.2418	0	0
0	0	0	0	-22.395	-0.067718	-25.934	0.0030635	-25.692	-0.0017741	0	0	0	0	-14.381	-0.22801	-15.89	-0.19783	0	0
0	0	0	0	-22.343	-0.021893	-25.922	0.049696	-25.677	0.044799	0	0	0	0	-14.213	-0.1845	-15.738	-0.15399	0	0
0	0	0	0	-22.288	0.023875	-25.91	0.096315	-25.662	0.091358	0	0	0	0	-14.036	-0.14115	-15.579	-0.11029	0	0
0	0	0	0	-22.227	0.069546	-25.896	0.14292	-25.645	0.1379	0	0	0	0	-13.852	-0.097961	-15.416	-0.066689	0	0
0	0	0	0	-22.154	0.11495	-25.881	0.1895	-25.628	0.18443	0	0	0	0	-13.658	-0.054973	-15.243	-0.023261	0	0
0	0	0	0	-22.026	0.15927	-25.865	0.23605	-25.608	0.23092	0	0	0	0	-13.453	-0.012197	-15.059	0.019931	0	0
0	0	0	0	-21.715	0.19992	-25.842	0.28246	-25.586	0.27735	0	0	0	0	-13.232	0.030255	-14.865	0.062932	0	0
0	0	0	0	-21.069	0.23387	-25.784	0.32818	-25.552	0.32353	0	0	0	0	-12.986	0.072218	-14.656	0.10563	0	0
0	0	0	0	-20.134	0.26205	-25.577	0.37091	-25.456	0.3685	0	0	0	0	-12.693	0.11323	-14.432	0.14801	0	0
0	0	0	0	-19.016	0.28657	-24.981	0.40588	-25.134	0.40893	0	0	0	0	-12.315	0.15254	-14.179	0.18982	0	0
0	0	0	0	-17.801	0.30915	-23.923	0.43158	-24.366	0.44045	0	0	0	0	-11.809	0.1893	-13.839	0.2299	0	0
